candidate_id,rank,final_score,semantic_score,title_score,career_score,assessment_score,skill_trust_score,retrieval_score,behavioral_multiplier,reasoning
CAND_0081686,1,0.924575,92.4575,35.0000,24.0741,12.8850,9.1543,11.3442,1.1500,Search Engineer | 6.0 yrs exp | 3 AI role(s) in career | assess=12.9 | resp_rate=0.91 | mult=1.150
CAND_0021130,7652,0.111126,12.8682,0.0000,0.0000,5.9850,6.8832,0.0000,0.9931,Cloud Engineer | 9.5 yrs exp | 0 AI role(s) in career | assess=6.0 | resp_rate=0.24 | mult=0.993
CAND_0068827,7653,0.111098,12.2844,0.0000,5.0038,0.0000,6.8396,0.4410,1.0400,Data Analyst | 3.4 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.22 | mult=1.040
CAND_0091174,7654,0.111082,12.6348,0.0000,0.0000,5.4000,7.2348,0.0000,1.0111,Mobile Developer | 7.5 yrs exp | 0 AI role(s) in career | assess=5.4 | resp_rate=0.62 | mult=1.011
CAND_0019164,7655,0.111069,11.4052,0.0000,4.6296,0.0000,6.0346,0.7409,1.1199,Data Analyst | 5.2 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.54 | mult=1.120
CAND_0021646,7656,0.111043,12.4502,0.0000,0.0000,4.3650,8.0852,0.0000,1.0257,QA Engineer | 9.1 yrs exp | 0 AI role(s) in career | assess=4.4 | resp_rate=0.52 | mult=1.026
CAND_0081941,7657,0.111005,13.1115,0.0000,0.0000,5.1000,8.0115,0.0000,0.9736,Operations Manager | 8.6 yrs exp | 0 AI role(s) in career | assess=5.1 | resp_rate=0.26 | mult=0.974
CAND_0070059,7658,0.110987,13.5263,0.0000,0.0000,8.2050,5.3213,0.0000,0.9436,.NET Developer | 2.7 yrs exp | 0 AI role(s) in career | assess=8.2 | resp_rate=0.17 | mult=0.944
CAND_0014491,7659,0.110962,12.1128,0.0000,0.0000,4.3650,7.7478,0.0000,1.0535,Accountant | 12.8 yrs exp | 0 AI role(s) in career | assess=4.4 | resp_rate=0.43 | mult=1.054
CAND_0053001,7660,0.110936,11.1562,0.0000,4.1823,0.0000,6.0980,0.8759,1.1435,Software Engineer | 6.6 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.143
CAND_0056398,7661,0.110928,12.9946,0.0000,0.0000,7.6050,5.3896,0.0000,0.9817,Cloud Engineer | 4.3 yrs exp | 0 AI role(s) in career | assess=7.6 | resp_rate=0.18 | mult=0.982
CAND_0065521,7662,0.110918,12.0286,0.0000,0.0000,4.2600,7.7686,0.0000,1.0604,Frontend Engineer | 6.7 yrs exp | 0 AI role(s) in career | assess=4.3 | resp_rate=0.47 | mult=1.060
CAND_0069104,7663,0.110916,12.1843,0.0000,4.7048,0.0000,7.4796,0.0000,1.0469,Senior Software Engineer | 5.4 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.52 | mult=1.047
CAND_0038935,7664,0.110908,12.2085,0.0000,0.0000,4.7250,6.7280,0.7555,1.0447,Full Stack Developer | 5.7 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.41 | mult=1.045
CAND_0070500,7665,0.110897,12.5200,0.0000,0.0000,5.5200,7.0000,0.0000,1.0186,Java Developer | 1.3 yrs exp | 0 AI role(s) in career | assess=5.5 | resp_rate=0.26 | mult=1.019
CAND_0076373,7666,0.110892,11.2134,0.0000,0.0000,3.0150,8.1984,0.0000,1.1373,Business Analyst | 12.6 yrs exp | 0 AI role(s) in career | assess=3.0 | resp_rate=0.78 | mult=1.137
CAND_0013112,7667,0.110831,11.5122,0.0000,3.9509,0.0000,6.1107,1.4505,1.1071,Senior Software Engineer | 7.0 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.61 | mult=1.107
CAND_0028526,7668,0.110813,12.5689,0.0000,0.0000,4.9200,7.6489,0.0000,1.0139,Full Stack Developer | 2.2 yrs exp | 0 AI role(s) in career | assess=4.9 | resp_rate=0.50 | mult=1.014
CAND_0010707,7669,0.110784,11.7996,0.0000,6.9564,0.0000,4.8432,0.0000,1.0797,Backend Engineer | 7.0 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.37 | mult=1.080
CAND_0076256,7670,0.110773,11.7841,0.0000,0.0000,4.4400,7.3441,0.0000,1.0810,Business Analyst | 12.5 yrs exp | 0 AI role(s) in career | assess=4.4 | resp_rate=0.72 | mult=1.081
CAND_0069205,7671,0.110767,14.5736,0.0000,0.0000,6.5850,7.9886,0.0000,0.8741,Sales Executive | 5.9 yrs exp | 0 AI role(s) in career | assess=6.6 | resp_rate=0.13 | mult=0.874
CAND_0007387,7672,0.110742,13.1355,0.0000,0.0000,5.1600,5.5977,2.3778,0.9695,Customer Support | 13.0 yrs exp | 0 AI role(s) in career | assess=5.2 | resp_rate=0.26 | mult=0.970
CAND_0063489,7673,0.110740,11.3716,0.0000,0.0000,4.4850,6.8866,0.0000,1.1199,Mobile Developer | 2.0 yrs exp | 0 AI role(s) in career | assess=4.5 | resp_rate=0.70 | mult=1.120
CAND_0027299,7674,0.110734,12.1553,0.0000,0.0000,5.1900,6.9653,0.0000,1.0476,Frontend Engineer | 3.8 yrs exp | 0 AI role(s) in career | assess=5.2 | resp_rate=0.57 | mult=1.048
CAND_0041663,7675,0.110723,12.0609,0.0000,0.0000,5.6625,5.7361,0.6623,1.0557,.NET Developer | 5.8 yrs exp | 0 AI role(s) in career | assess=5.7 | resp_rate=0.50 | mult=1.056
CAND_0031651,7676,0.110701,11.5360,0.0000,2.5184,0.0000,8.1299,0.8877,1.1036,Software Engineer | 7.8 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.104
CAND_0014408,7677,0.110694,11.8302,0.0000,0.0000,4.2150,7.6152,0.0000,1.0760,Operations Manager | 4.8 yrs exp | 0 AI role(s) in career | assess=4.2 | resp_rate=0.53 | mult=1.076
CAND_0046462,7678,0.110693,12.7225,0.0000,0.0000,6.4650,4.9239,1.3337,1.0006,Cloud Engineer | 6.4 yrs exp | 0 AI role(s) in career | assess=6.5 | resp_rate=0.36 | mult=1.001
CAND_0004816,7679,0.110690,12.5643,0.0000,0.0000,5.8200,6.7443,0.0000,1.0131,DevOps Engineer | 7.6 yrs exp | 0 AI role(s) in career | assess=5.8 | resp_rate=0.64 | mult=1.013
CAND_0035074,7680,0.110679,13.1172,0.0000,0.0000,5.4450,7.1922,0.4800,0.9703,Frontend Engineer | 2.4 yrs exp | 0 AI role(s) in career | assess=5.4 | resp_rate=0.59 | mult=0.970
CAND_0020579,7681,0.110670,12.1476,0.0000,0.0000,5.0700,7.0776,0.0000,1.0477,Frontend Engineer | 1.9 yrs exp | 0 AI role(s) in career | assess=5.1 | resp_rate=0.46 | mult=1.048
CAND_0090431,7682,0.110664,13.6336,0.0000,0.0000,4.2750,7.8086,1.5500,0.9335,Software Engineer | 2.3 yrs exp | 0 AI role(s) in career | assess=4.3 | resp_rate=0.12 | mult=0.933
CAND_0074751,7683,0.110660,12.3118,0.0000,0.0000,6.4050,5.9068,0.0000,1.0336,QA Engineer | 1.7 yrs exp | 0 AI role(s) in career | assess=6.4 | resp_rate=0.36 | mult=1.034
CAND_0034658,7684,0.110645,12.0602,0.0000,0.0000,5.6400,5.8966,0.5235,1.0551,Cloud Engineer | 4.7 yrs exp | 0 AI role(s) in career | assess=5.6 | resp_rate=0.52 | mult=1.055
CAND_0066862,7685,0.110639,13.0379,0.0000,0.0000,7.0500,5.9879,0.0000,0.9759,HR Manager | 9.2 yrs exp | 0 AI role(s) in career | assess=7.0 | resp_rate=0.39 | mult=0.976
CAND_0043240,7686,0.110638,12.4458,0.0000,5.1376,0.0000,5.8072,1.5010,1.0223,Backend Engineer | 6.6 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.22 | mult=1.022
CAND_0061372,7687,0.110629,12.6409,0.0000,0.0000,4.7850,7.0526,0.8033,1.0064,.NET Developer | 8.6 yrs exp | 0 AI role(s) in career | assess=4.8 | resp_rate=0.44 | mult=1.006
CAND_0068974,7688,0.110624,12.9788,0.0000,0.0000,6.1050,6.8738,0.0000,0.9802,.NET Developer | 9.0 yrs exp | 0 AI role(s) in career | assess=6.1 | resp_rate=0.10 | mult=0.980
CAND_0069536,7689,0.110623,12.1276,0.0000,0.0000,3.8700,8.2576,0.0000,1.0490,Operations Manager | 14.1 yrs exp | 0 AI role(s) in career | assess=3.9 | resp_rate=0.59 | mult=1.049
CAND_0078809,7690,0.110611,13.2270,0.0000,0.0000,4.9200,8.3070,0.0000,0.9617,QA Engineer | 4.0 yrs exp | 0 AI role(s) in career | assess=4.9 | resp_rate=0.12 | mult=0.962
CAND_0020860,7691,0.110603,11.0603,0.0000,0.0000,3.8250,6.3852,0.8501,1.1500,Cloud Engineer | 4.0 yrs exp | 0 AI role(s) in career | assess=3.8 | resp_rate=0.82 | mult=1.150
CAND_0034563,7692,0.110597,12.1691,0.0000,0.0000,4.9350,7.2341,0.0000,1.0452,Cloud Engineer | 7.2 yrs exp | 0 AI role(s) in career | assess=4.9 | resp_rate=0.54 | mult=1.045
CAND_0023864,7693,0.110585,12.2065,0.0000,0.0000,4.3200,7.8865,0.0000,1.0418,Civil Engineer | 14.3 yrs exp | 0 AI role(s) in career | assess=4.3 | resp_rate=0.78 | mult=1.042
CAND_0016523,7694,0.110570,12.7204,0.0000,0.0000,5.7750,6.9454,0.0000,0.9996,Graphic Designer | 3.1 yrs exp | 0 AI role(s) in career | assess=5.8 | resp_rate=0.65 | mult=1.000
CAND_0091087,7695,0.110569,11.0786,0.0000,4.2085,0.0000,6.3901,0.4800,1.1477,Backend Engineer | 4.1 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.43 | mult=1.148
CAND_0066880,7696,0.110566,11.0566,0.0000,0.0000,4.1100,6.9466,0.0000,1.1500,QA Engineer | 3.7 yrs exp | 0 AI role(s) in career | assess=4.1 | resp_rate=0.68 | mult=1.150
CAND_0006610,7697,0.110558,12.9243,0.0000,0.0000,5.0850,7.0319,0.8075,0.9837,Cloud Engineer | 5.5 yrs exp | 0 AI role(s) in career | assess=5.1 | resp_rate=0.25 | mult=0.984
CAND_0094033,7698,0.110550,13.7461,0.0000,0.0000,5.7300,7.2541,0.7621,0.9249,Full Stack Developer | 8.4 yrs exp | 0 AI role(s) in career | assess=5.7 | resp_rate=0.19 | mult=0.925
CAND_0021190,7699,0.110526,11.1686,0.0000,3.0323,0.0000,8.1362,0.0000,1.1381,Backend Engineer | 3.7 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.80 | mult=1.138
CAND_0032491,7700,0.110525,12.4727,0.0000,0.0000,5.2350,7.2377,0.0000,1.0191,DevOps Engineer | 6.6 yrs exp | 0 AI role(s) in career | assess=5.2 | resp_rate=0.69 | mult=1.019
CAND_0067429,7701,0.110520,13.2037,0.0000,0.0000,6.9900,6.2137,0.0000,0.9626,Java Developer | 1.9 yrs exp | 0 AI role(s) in career | assess=7.0 | resp_rate=0.43 | mult=0.963
CAND_0075142,7702,0.110514,13.2186,0.0000,0.0000,7.2300,5.9886,0.0000,0.9615,Full Stack Developer | 9.0 yrs exp | 0 AI role(s) in career | assess=7.2 | resp_rate=0.49 | mult=0.962
CAND_0069445,7703,0.110509,11.8206,0.0000,0.0000,4.9200,6.9006,0.0000,1.0751,Business Analyst | 5.2 yrs exp | 0 AI role(s) in career | assess=4.9 | resp_rate=0.66 | mult=1.075
CAND_0064024,7704,0.110503,11.3489,0.0000,0.0000,4.0950,7.2539,0.0000,1.1197,DevOps Engineer | 7.1 yrs exp | 0 AI role(s) in career | assess=4.1 | resp_rate=0.76 | mult=1.120
CAND_0094369,7705,0.110502,12.2977,0.0000,0.0000,5.0550,6.3551,0.8877,1.0333,Cloud Engineer | 6.8 yrs exp | 0 AI role(s) in career | assess=5.1 | resp_rate=0.21 | mult=1.033
CAND_0030037,7706,0.110495,12.8379,0.0000,0.0000,6.0333,5.9226,0.8820,0.9898,Full Stack Developer | 2.3 yrs exp | 0 AI role(s) in career | assess=6.0 | resp_rate=0.20 | mult=0.990
CAND_0034679,7707,0.110465,11.2878,0.0000,0.0000,6.4650,4.8228,0.0000,1.1254,Full Stack Developer | 5.9 yrs exp | 0 AI role(s) in career | assess=6.5 | resp_rate=0.83 | mult=1.125
CAND_0099004,7708,0.110454,13.5882,0.0000,0.0000,4.0650,8.6284,0.8948,0.9348,Frontend Engineer | 9.3 yrs exp | 0 AI role(s) in career | assess=4.1 | resp_rate=0.14 | mult=0.935
CAND_0073777,7709,0.110447,14.5625,0.0000,0.0000,7.2600,7.3025,0.0000,0.8722,Mechanical Engineer | 9.0 yrs exp | 0 AI role(s) in career | assess=7.3 | resp_rate=0.12 | mult=0.872
CAND_0051370,7710,0.110445,11.9908,0.0000,0.0000,6.0600,5.9308,0.0000,1.0592,Software Engineer | 3.4 yrs exp | 0 AI role(s) in career | assess=6.1 | resp_rate=0.43 | mult=1.059
CAND_0019942,7711,0.110440,13.4415,0.0000,0.0000,6.9300,6.5115,0.0000,0.9449,QA Engineer | 1.6 yrs exp | 0 AI role(s) in career | assess=6.9 | resp_rate=0.11 | mult=0.945
CAND_0038188,7712,0.110432,12.9245,0.0000,0.0000,5.6700,6.8135,0.4410,0.9826,DevOps Engineer | 4.9 yrs exp | 0 AI role(s) in career | assess=5.7 | resp_rate=0.44 | mult=0.983
CAND_0060059,7713,0.110404,11.4463,0.0000,0.0000,4.3650,6.4895,0.5918,1.1092,Mobile Developer | 9.2 yrs exp | 0 AI role(s) in career | assess=4.4 | resp_rate=0.83 | mult=1.109
CAND_0039580,7714,0.110402,12.2811,0.0000,0.0000,6.0300,6.2511,0.0000,1.0338,Cloud Engineer | 1.7 yrs exp | 0 AI role(s) in career | assess=6.0 | resp_rate=0.41 | mult=1.034
CAND_0091986,7715,0.110402,12.0231,0.0000,5.1948,0.0000,5.4332,1.3951,1.0560,Software Engineer | 4.8 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.55 | mult=1.056
CAND_0071434,7716,0.110393,12.9869,0.0000,4.0361,0.0000,8.1283,0.8226,0.9775,Data Analyst | 2.8 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.15 | mult=0.978
CAND_0022691,7717,0.110363,11.8046,0.0000,5.8741,0.0000,5.9306,0.0000,1.0752,Backend Engineer | 6.9 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.22 | mult=1.075
CAND_0070638,7718,0.110359,13.3451,0.0000,0.0000,4.6800,7.7812,0.8839,0.9510,Mobile Developer | 3.6 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.15 | mult=0.951
CAND_0099602,7719,0.110335,14.1131,0.0000,0.0000,6.9750,7.1381,0.0000,0.8991,Sales Executive | 10.5 yrs exp | 0 AI role(s) in career | assess=7.0 | resp_rate=0.35 | mult=0.899
CAND_0034598,7720,0.110326,11.6748,0.0000,0.0000,4.7850,6.8898,0.0000,1.0867,DevOps Engineer | 2.6 yrs exp | 0 AI role(s) in career | assess=4.8 | resp_rate=0.70 | mult=1.087
CAND_0063427,7721,0.110307,13.7457,0.0000,0.0000,5.5200,8.2257,0.0000,0.9229,Mechanical Engineer | 10.4 yrs exp | 0 AI role(s) in career | assess=5.5 | resp_rate=0.05 | mult=0.923
CAND_0064044,7722,0.110297,12.2792,0.0000,0.0000,6.5550,5.7242,0.0000,1.0330,Java Developer | 5.6 yrs exp | 0 AI role(s) in career | assess=6.6 | resp_rate=0.42 | mult=1.033
CAND_0023964,7723,0.110286,14.0236,0.0000,0.0000,9.0900,4.9336,0.0000,0.9044,Java Developer | 8.4 yrs exp | 0 AI role(s) in career | assess=9.1 | resp_rate=0.20 | mult=0.904
CAND_0056120,7724,0.110274,11.1142,0.0000,0.0000,6.3900,4.7242,0.0000,1.1410,Frontend Engineer | 5.3 yrs exp | 0 AI role(s) in career | assess=6.4 | resp_rate=0.71 | mult=1.141
CAND_0081137,7725,0.110259,11.0259,0.0000,0.0000,3.9450,7.0809,0.0000,1.1500,Full Stack Developer | 1.2 yrs exp | 0 AI role(s) in career | assess=3.9 | resp_rate=0.83 | mult=1.150
CAND_0042211,7726,0.110251,11.3598,0.0000,4.4500,0.0000,6.9098,0.0000,1.1161,Data Analyst | 5.3 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.72 | mult=1.116
CAND_0069835,7727,0.110249,12.9514,0.0000,0.0000,5.3250,7.6264,0.0000,0.9789,Software Engineer | 8.4 yrs exp | 0 AI role(s) in career | assess=5.3 | resp_rate=0.47 | mult=0.979
CAND_0089690,7728,0.110240,11.5691,0.0000,5.1140,0.0000,5.6810,0.7740,1.0958,Backend Engineer | 3.0 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.67 | mult=1.096
CAND_0021148,7729,0.110213,11.7559,0.0000,4.5321,0.0000,6.3588,0.8650,1.0781,Backend Engineer | 3.2 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.65 | mult=1.078
CAND_0049364,7730,0.110200,11.0355,0.0000,3.3951,0.0000,7.6404,0.0000,1.1484,Software Engineer | 5.5 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.74 | mult=1.148
CAND_0065599,7731,0.110198,12.1104,0.0000,0.0000,4.6650,7.4454,0.0000,1.0464,.NET Developer | 8.5 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.30 | mult=1.046
CAND_0082670,7732,0.110137,11.3856,0.0000,3.9446,0.0000,5.9706,1.4703,1.1124,Backend Engineer | 6.2 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.112
CAND_0026812,7733,0.110105,12.5315,0.0000,0.0000,4.1400,8.3915,0.0000,1.0104,Sales Executive | 14.4 yrs exp | 0 AI role(s) in career | assess=4.1 | resp_rate=0.12 | mult=1.010
CAND_0078235,7734,0.110094,11.0094,0.0000,0.0000,4.4100,6.5994,0.0000,1.1500,QA Engineer | 9.2 yrs exp | 0 AI role(s) in career | assess=4.4 | resp_rate=0.81 | mult=1.150
CAND_0069856,7735,0.110083,13.2399,0.0000,0.0000,7.0200,6.2199,0.0000,0.9562,Frontend Engineer | 8.2 yrs exp | 0 AI role(s) in career | assess=7.0 | resp_rate=0.14 | mult=0.956
CAND_0099652,7736,0.110078,11.6163,0.0000,0.0000,6.4350,5.1813,0.0000,1.0898,.NET Developer | 9.8 yrs exp | 0 AI role(s) in career | assess=6.4 | resp_rate=0.35 | mult=1.090
CAND_0061980,7737,0.110063,12.6244,0.0000,0.0000,5.5350,7.0894,0.0000,1.0026,.NET Developer | 4.8 yrs exp | 0 AI role(s) in career | assess=5.5 | resp_rate=0.26 | mult=1.003
CAND_0091948,7738,0.110029,12.8237,0.0000,0.0000,4.8900,7.0687,0.8650,0.9867,Frontend Engineer | 7.9 yrs exp | 0 AI role(s) in career | assess=4.9 | resp_rate=0.51 | mult=0.987
CAND_0038421,7739,0.110028,11.5142,0.0000,6.4170,0.0000,5.0972,0.0000,1.0989,Backend Engineer | 7.4 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.59 | mult=1.099
CAND_0040519,7740,0.110025,11.8713,0.0000,5.6345,0.0000,6.2368,0.0000,1.0658,Data Analyst | 5.8 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.45 | mult=1.066
CAND_0051740,7741,0.110014,12.0114,0.0000,0.0000,4.6500,6.7929,0.5685,1.0533,Java Developer | 7.4 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.72 | mult=1.053
CAND_0050532,7742,0.109975,12.7867,0.0000,0.0000,5.7150,7.0717,0.0000,0.9891,Java Developer | 4.4 yrs exp | 0 AI role(s) in career | assess=5.7 | resp_rate=0.27 | mult=0.989
CAND_0047027,7743,0.109970,11.7155,0.0000,0.0000,5.3550,5.8625,0.4980,1.0795,Software Engineer | 10.0 yrs exp | 0 AI role(s) in career | assess=5.4 | resp_rate=0.39 | mult=1.079
CAND_0055725,7744,0.109967,12.9811,0.0000,0.0000,6.7950,6.1861,0.0000,0.9742,Java Developer | 4.3 yrs exp | 0 AI role(s) in career | assess=6.8 | resp_rate=0.40 | mult=0.974
CAND_0049071,7745,0.109965,11.8688,0.0000,0.0000,4.9800,6.8888,0.0000,1.0655,Software Engineer | 9.7 yrs exp | 0 AI role(s) in career | assess=5.0 | resp_rate=0.79 | mult=1.065
CAND_0075623,7746,0.109964,11.3106,0.0000,0.0000,4.6500,6.6606,0.0000,1.1181,Marketing Manager | 6.5 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.60 | mult=1.118
CAND_0061229,7747,0.109951,11.6125,0.0000,4.5267,0.0000,7.0858,0.0000,1.0889,Software Engineer | 6.1 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.51 | mult=1.089
CAND_0021800,7748,0.109950,11.7636,0.0000,6.5790,0.0000,5.1846,0.0000,1.0749,Software Engineer | 6.0 yrs exp | 2 AI role(s) in career | assess=0.0 | resp_rate=0.41 | mult=1.075
CAND_0043027,7749,0.109935,13.1786,0.0000,0.0000,6.7350,6.4436,0.0000,0.9593,DevOps Engineer | 6.6 yrs exp | 0 AI role(s) in career | assess=6.7 | resp_rate=0.26 | mult=0.959
CAND_0060634,7750,0.109932,12.9681,0.0000,0.0000,7.2300,5.7381,0.0000,0.9749,Project Manager | 8.9 yrs exp | 0 AI role(s) in career | assess=7.2 | resp_rate=0.27 | mult=0.975
CAND_0057004,7751,0.109921,13.0249,0.0000,0.0000,5.8650,7.1599,0.0000,0.9705,Java Developer | 3.9 yrs exp | 0 AI role(s) in career | assess=5.9 | resp_rate=0.34 | mult=0.971
CAND_0064721,7752,0.109906,13.1287,0.0000,0.0000,5.4189,7.0887,0.6210,0.9627,Mobile Developer | 6.1 yrs exp | 0 AI role(s) in career | assess=5.4 | resp_rate=0.22 | mult=0.963
CAND_0001846,7753,0.109893,12.6535,0.0000,0.0000,4.7100,7.9435,0.0000,0.9987,Java Developer | 8.4 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.11 | mult=0.999
CAND_0099432,7754,0.109875,13.7604,0.0000,0.0000,6.4950,6.1209,1.1446,0.9183,QA Engineer | 2.8 yrs exp | 0 AI role(s) in career | assess=6.5 | resp_rate=0.41 | mult=0.918
CAND_0080684,7755,0.109870,13.8521,0.0000,0.0000,7.7100,6.1421,0.0000,0.9121,Software Engineer | 7.2 yrs exp | 0 AI role(s) in career | assess=7.7 | resp_rate=0.11 | mult=0.912
CAND_0070729,7756,0.109869,13.2333,0.0000,0.0000,5.4150,7.8183,0.0000,0.9548,Java Developer | 2.4 yrs exp | 0 AI role(s) in career | assess=5.4 | resp_rate=0.46 | mult=0.955
CAND_0002885,7757,0.109837,12.6928,0.0000,4.2222,0.0000,7.1330,1.3376,0.9952,Data Analyst | 3.9 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.46 | mult=0.995
CAND_0006966,7758,0.109837,12.5144,0.0000,0.0000,7.8150,4.6994,0.0000,1.0093,Frontend Engineer | 7.2 yrs exp | 0 AI role(s) in career | assess=7.8 | resp_rate=0.58 | mult=1.009
CAND_0063860,7759,0.109835,13.4994,0.0000,0.0000,5.9250,7.5744,0.0000,0.9357,.NET Developer | 7.5 yrs exp | 0 AI role(s) in career | assess=5.9 | resp_rate=0.16 | mult=0.936
CAND_0057136,7760,0.109827,13.6607,0.0000,0.0000,5.0100,7.1340,1.5167,0.9246,Software Engineer | 8.4 yrs exp | 0 AI role(s) in career | assess=5.0 | resp_rate=0.14 | mult=0.925
CAND_0049852,7761,0.109819,12.2475,0.0000,0.0000,6.2550,5.9925,0.0000,1.0312,Software Engineer | 1.1 yrs exp | 0 AI role(s) in career | assess=6.3 | resp_rate=0.25 | mult=1.031
CAND_0081823,7762,0.109818,13.1183,0.0000,0.0000,5.2350,7.8833,0.0000,0.9627,Accountant | 7.5 yrs exp | 0 AI role(s) in career | assess=5.2 | resp_rate=0.14 | mult=0.963
CAND_0083794,7763,0.109808,12.5914,0.0000,0.0000,4.3950,8.1964,0.0000,1.0029,Customer Support | 10.5 yrs exp | 0 AI role(s) in career | assess=4.4 | resp_rate=0.50 | mult=1.003
CAND_0032427,7764,0.109788,12.5100,0.0000,0.0000,5.4150,6.5445,0.5505,1.0092,QA Engineer | 1.9 yrs exp | 0 AI role(s) in career | assess=5.4 | resp_rate=0.51 | mult=1.009
CAND_0079268,7765,0.109773,14.4776,0.0000,0.0000,5.6400,7.9823,0.8553,0.8720,.NET Developer | 7.1 yrs exp | 0 AI role(s) in career | assess=5.6 | resp_rate=0.11 | mult=0.872
CAND_0089119,7766,0.109758,12.8295,0.0000,0.0000,4.6500,8.1795,0.0000,0.9838,Sales Executive | 10.9 yrs exp | 0 AI role(s) in career | assess=4.7 | resp_rate=0.53 | mult=0.984
CAND_0017886,7767,0.109751,11.7396,0.0000,0.0000,5.9100,5.2086,0.6210,1.0751,DevOps Engineer | 4.7 yrs exp | 0 AI role(s) in career | assess=5.9 | resp_rate=0.64 | mult=1.075
CAND_0020715,7768,0.109748,12.0852,0.0000,0.0000,5.1450,6.5284,0.4118,1.0443,.NET Developer | 9.9 yrs exp | 0 AI role(s) in career | assess=5.1 | resp_rate=0.48 | mult=1.044
CAND_0005026,7769,0.109736,11.9697,0.0000,0.0000,6.0150,5.9547,0.0000,1.0543,Cloud Engineer | 6.8 yrs exp | 0 AI role(s) in career | assess=6.0 | resp_rate=0.76 | mult=1.054
CAND_0010988,7770,0.109728,12.9015,0.0000,0.0000,6.3750,6.0465,0.4800,0.9781,Software Engineer | 4.7 yrs exp | 0 AI role(s) in career | assess=6.4 | resp_rate=0.24 | mult=0.978
CAND_0071727,7771,0.109699,13.4284,0.0000,0.0000,5.7300,7.6984,0.0000,0.9395,QA Engineer | 1.3 yrs exp | 0 AI role(s) in career | assess=5.7 | resp_rate=0.13 | mult=0.940
CAND_0038993,7772,0.109693,12.2917,0.0000,0.0000,4.5450,7.2231,0.5235,1.0263,Software Engineer | 7.2 yrs exp | 0 AI role(s) in career | assess=4.5 | resp_rate=0.39 | mult=1.026
CAND_0059391,7773,0.109684,11.0439,0.0000,0.0000,4.8000,6.2439,0.0000,1.1421,Graphic Designer | 5.7 yrs exp | 0 AI role(s) in career | assess=4.8 | resp_rate=0.74 | mult=1.142
CAND_0047095,7774,0.109672,11.5966,0.0000,4.0361,0.0000,7.0968,0.4637,1.0876,Senior Software Engineer | 2.8 yrs exp | 1 AI role(s) in career | assess=0.0 | resp_rate=0.48 | mult=1.088
CAND_0039373,7775,0.109650,13.2509,0.0000,0.0000,6.1200,7.1309,0.0000,0.9516,Software Engineer | 2.1 yrs exp | 0 AI role(s) in career | assess=6.1 | resp_rate=0.52 | mult=0.952
CAND_0025461,7776,0.109644,14.1415,0.0000,0.0000,6.5550,7.5865,0.0000,0.8916,Mobile Developer | 8.4 yrs exp | 0 AI role(s) in career | assess=6.6 | resp_rate=0.19 | mult=0.892
CAND_0092405,7777,0.109630,14.1415,0.0000,0.0000,6.5250,7.6165,0.0000,0.8915,Graphic Designer | 4.5 yrs exp | 0 AI role(s) in career | assess=6.5 | resp_rate=0.25 | mult=0.891
CAND_0051305,7778,0.109610,13.6782,0.0000,0.0000,7.5300,6.1482,0.0000,0.9216,Mobile Developer | 7.9 yrs exp | 0 AI role(s) in career | assess=7.5 | resp_rate=0.20 | mult=0.922
CAND_0090149,7779,0.109610,12.4793,0.0000,0.0000,4.5750,7.9043,0.0000,1.0101,HR Manager | 5.1 yrs exp | 0 AI role(s) in career | assess=4.6 | resp_rate=0.12 | mult=1.010
