candidate_id,title,retrieval_score
CAND_0009375,Frontend Engineer,1
CAND_0009378,DevOps Engineer,1
CAND_0009380,Software Engineer,1
CAND_0009405,Frontend Engineer,1
CAND_0009407,Data Analyst,1
CAND_0009427,.NET Developer,1
CAND_0009435,Cloud Engineer,1
CAND_0009437,Cloud Engineer,1
CAND_0009459,Software Engineer,1
CAND_0009462,Cloud Engineer,1
CAND_0009470,Mobile Developer,1
CAND_0009471,Analytics Engineer,1
CAND_0009472,QA Engineer,1
CAND_0009484,QA Engineer,1
CAND_0009493,Backend Engineer,1
CAND_0009496,QA Engineer,1
CAND_0009498,Cloud Engineer,1
CAND_0009499,DevOps Engineer,1
CAND_0009520,Cloud Engineer,1
CAND_0009522,Full Stack Developer,1
CAND_0009527,Frontend Engineer,1
CAND_0009528,DevOps Engineer,1
CAND_0009550,.NET Developer,1
CAND_0009555,DevOps Engineer,1
CAND_0009570,DevOps Engineer,1
CAND_0009586,Backend Engineer,1
CAND_0009591,DevOps Engineer,1
CAND_0009598,Frontend Engineer,1
CAND_0009609,Mobile Developer,1
CAND_0009616,Java Developer,1
CAND_0009634,Java Developer,1
CAND_0009640,QA Engineer,1
CAND_0009643,Cloud Engineer,1
CAND_0009645,QA Engineer,1
CAND_0009650,.NET Developer,1
CAND_0009651,Java Developer,1
CAND_0009654,Software Engineer,1
CAND_0009655,Data Analyst,1
CAND_0009672,Mobile Developer,1
CAND_0009687,Data Engineer,1
CAND_0009694,Software Engineer,1
CAND_0009695,Cloud Engineer,1
CAND_0009698,Cloud Engineer,1
CAND_0009699,Mobile Developer,1
CAND_0009701,QA Engineer,1
CAND_0009727,Analytics Engineer,1
CAND_0009745,Frontend Engineer,1
CAND_0009748,Software Engineer,1
CAND_0009753,Software Engineer,1
CAND_0009758,Full Stack Developer,1
CAND_0009768,.NET Developer,1
CAND_0009774,DevOps Engineer,1
CAND_0009779,Cloud Engineer,1
CAND_0009785,Mobile Developer,1
CAND_0009791,Full Stack Developer,1
CAND_0009799,Full Stack Developer,1
CAND_0009829,Software Engineer,1
CAND_0009830,.NET Developer,1
CAND_0009838,Java Developer,1
CAND_0009859,Frontend Engineer,1
CAND_0009867,Senior Software Engineer,1
CAND_0009881,Cloud Engineer,1
CAND_0009886,Full Stack Developer,1
CAND_0009893,QA Engineer,1
CAND_0009908,DevOps Engineer,1
CAND_0009913,Mobile Developer,1
CAND_0009917,Cloud Engineer,1
CAND_0009935,QA Engineer,1
CAND_0009936,.NET Developer,1
CAND_0009937,.NET Developer,1
CAND_0009943,Mobile Developer,1
CAND_0009946,Cloud Engineer,1
CAND_0009958,Full Stack Developer,1
CAND_0009970,.NET Developer,1
CAND_0009993,DevOps Engineer,1
CAND_0009996,Mobile Developer,1
CAND_0010004,Mobile Developer,1
CAND_0010016,Cloud Engineer,1
CAND_0010036,Cloud Engineer,1
CAND_0010038,Cloud Engineer,1
CAND_0010062,Full Stack Developer,1
CAND_0010079,DevOps Engineer,1
CAND_0010090,QA Engineer,1
CAND_0010099,Full Stack Developer,1
CAND_0010111,QA Engineer,1
CAND_0010121,QA Engineer,1
CAND_0010123,Cloud Engineer,1
CAND_0010125,Mobile Developer,1
CAND_0010129,Full Stack Developer,1
CAND_0010132,Cloud Engineer,1
CAND_0010141,Java Developer,1
CAND_0010142,Full Stack Developer,1
CAND_0010147,Frontend Engineer,1
CAND_0010162,Mobile Developer,1
CAND_0010167,DevOps Engineer,1
CAND_0010197,.NET Developer,1
CAND_0010209,Software Engineer,1
CAND_0010214,Full Stack Developer,1
CAND_0010215,Cloud Engineer,1
CAND_0010221,Cloud Engineer,1
CAND_0010229,Java Developer,1
CAND_0010230,Senior Software Engineer,1
CAND_0010240,Data Engineer,1
CAND_0010241,Full Stack Developer,1
CAND_0010242,.NET Developer,1
CAND_0010243,Mobile Developer,1
CAND_0010264,Java Developer,1
CAND_0010268,Cloud Engineer,1
CAND_0010272,Mobile Developer,1
CAND_0010281,Java Developer,1
CAND_0010297,Frontend Engineer,1
CAND_0010299,DevOps Engineer,1
CAND_0010301,QA Engineer,1
CAND_0010321,DevOps Engineer,1
CAND_0010329,Mobile Developer,1
CAND_0010331,DevOps Engineer,1
CAND_0010335,QA Engineer,1
CAND_0010338,.NET Developer,1
CAND_0010380,Software Engineer,1
CAND_0010404,Cloud Engineer,1
CAND_0010419,.NET Developer,1
CAND_0010426,Cloud Engineer,1
CAND_0010427,DevOps Engineer,1
CAND_0010438,Full Stack Developer,1
CAND_0010442,Senior Data Engineer,1
CAND_0010451,Software Engineer,1
CAND_0010459,Frontend Engineer,1
CAND_0010476,Cloud Engineer,1
CAND_0010481,.NET Developer,1
CAND_0010488,Mobile Developer,1
CAND_0010503,Java Developer,1
CAND_0010520,QA Engineer,1
CAND_0010524,Frontend Engineer,1
CAND_0010543,.NET Developer,1
CAND_0010568,.NET Developer,1
CAND_0010577,Java Developer,1
CAND_0010578,Mobile Developer,1
CAND_0010587,QA Engineer,1
CAND_0010590,Software Engineer,1
CAND_0010604,DevOps Engineer,1
CAND_0010605,Full Stack Developer,1
CAND_0010609,Frontend Engineer,1
CAND_0010611,DevOps Engineer,1
CAND_0010619,DevOps Engineer,1
CAND_0010633,Java Developer,1
CAND_0010634,QA Engineer,1
CAND_0010640,Frontend Engineer,1
CAND_0010641,Software Engineer,1
CAND_0010642,Full Stack Developer,1
CAND_0010652,Full Stack Developer,1
CAND_0010656,.NET Developer,1
CAND_0010661,.NET Developer,1
CAND_0010667,Software Engineer,1
CAND_0010674,Full Stack Developer,1
CAND_0010683,Backend Engineer,1
CAND_0010692,.NET Developer,1
CAND_0010695,Java Developer,1
CAND_0010724,Analytics Engineer,1
CAND_0010739,Software Engineer,1
CAND_0010750,Cloud Engineer,1
CAND_0010772,Frontend Engineer,1
CAND_0010786,Cloud Engineer,1
CAND_0010794,QA Engineer,1
CAND_0010804,Full Stack Developer,1
CAND_0010816,QA Engineer,1
CAND_0010818,Java Developer,1
CAND_0010832,Software Engineer,1
CAND_0010841,Full Stack Developer,1
CAND_0010857,Frontend Engineer,1
CAND_0010890,.NET Developer,1
CAND_0010899,Frontend Engineer,1
CAND_0010910,Frontend Engineer,1
CAND_0010916,DevOps Engineer,1
CAND_0010938,Frontend Engineer,1
CAND_0010959,Cloud Engineer,1
CAND_0010968,Analytics Engineer,1
CAND_0010979,Cloud Engineer,1
CAND_0010981,Data Engineer,1
CAND_0011009,Analytics Engineer,1
CAND_0011024,Cloud Engineer,1
CAND_0011030,DevOps Engineer,1
CAND_0011031,Full Stack Developer,1
CAND_0011054,Software Engineer,1
CAND_0011056,.NET Developer,1
CAND_0011066,Full Stack Developer,1
CAND_0011075,DevOps Engineer,1
CAND_0011086,Software Engineer,1
CAND_0011096,Cloud Engineer,1
CAND_0011101,Software Engineer,1
CAND_0011103,.NET Developer,1
CAND_0011105,.NET Developer,1
CAND_0011109,Frontend Engineer,1
CAND_0011113,Frontend Engineer,1
CAND_0011120,Backend Engineer,1
CAND_0011124,Software Engineer,1
CAND_0011130,Frontend Engineer,1
CAND_0011138,.NET Developer,1
CAND_0011139,Java Developer,1
CAND_0011177,Mobile Developer,1
CAND_0011185,.NET Developer,1
CAND_0011195,Cloud Engineer,1
CAND_0011200,Mobile Developer,1
CAND_0011221,DevOps Engineer,1
CAND_0011222,Mobile Developer,1
CAND_0011226,Cloud Engineer,1
CAND_0011235,Full Stack Developer,1
CAND_0011252,Software Engineer,1
CAND_0011267,Cloud Engineer,1
CAND_0011282,DevOps Engineer,1
CAND_0011288,Java Developer,1
CAND_0011290,Cloud Engineer,1
CAND_0011295,Full Stack Developer,1
CAND_0011301,Frontend Engineer,1
CAND_0011304,Software Engineer,1
CAND_0011336,Software Engineer,1
CAND_0011346,Mobile Developer,1
CAND_0011372,QA Engineer,1
CAND_0011373,Java Developer,1
CAND_0011374,Mobile Developer,1
CAND_0011380,Frontend Engineer,1
CAND_0011399,Full Stack Developer,1
CAND_0011401,Data Engineer,1
CAND_0011423,Cloud Engineer,1
CAND_0011433,QA Engineer,1
CAND_0011474,Full Stack Developer,1
CAND_0011480,Java Developer,1
CAND_0011500,Senior Data Engineer,1
CAND_0011502,Frontend Engineer,1
CAND_0011522,.NET Developer,1
CAND_0011533,Frontend Engineer,1
CAND_0011534,Frontend Engineer,1
CAND_0011542,Frontend Engineer,1
CAND_0011550,Full Stack Developer,1
CAND_0011554,Java Developer,1
CAND_0011555,DevOps Engineer,1
CAND_0011568,Full Stack Developer,1
CAND_0011578,Frontend Engineer,1
CAND_0011583,.NET Developer,1
CAND_0011589,Software Engineer,1
CAND_0011590,DevOps Engineer,1
CAND_0011600,Java Developer,1
CAND_0011628,Frontend Engineer,1
CAND_0011644,Mobile Developer,1
CAND_0011665,Full Stack Developer,1
CAND_0011672,Mobile Developer,1
CAND_0011690,Mobile Developer,1
CAND_0011695,Analytics Engineer,1
CAND_0011700,Software Engineer,1
CAND_0011704,Software Engineer,1
CAND_0011717,QA Engineer,1
CAND_0011730,Full Stack Developer,1
CAND_0011731,.NET Developer,1
CAND_0011739,Frontend Engineer,1
CAND_0011743,QA Engineer,1
CAND_0011751,Frontend Engineer,1
CAND_0011764,Cloud Engineer,1
CAND_0011779,Mobile Developer,1
CAND_0011782,Software Engineer,1
CAND_0011809,Mobile Developer,1
CAND_0011811,Frontend Engineer,1
CAND_0011818,Java Developer,1
CAND_0011824,Cloud Engineer,1
CAND_0011832,Software Engineer,1
CAND_0011849,DevOps Engineer,1
CAND_0011861,.NET Developer,1
CAND_0011866,DevOps Engineer,1
CAND_0011876,.NET Developer,1
CAND_0011881,.NET Developer,1
CAND_0011897,QA Engineer,1
CAND_0011904,Software Engineer,1
CAND_0011917,Full Stack Developer,1
CAND_0011925,Senior Software Engineer,1
CAND_0011929,Cloud Engineer,1
CAND_0011930,Software Engineer,1
CAND_0011932,Cloud Engineer,1
CAND_0011933,Mobile Developer,1
CAND_0011952,Data Engineer,1
CAND_0011965,Cloud Engineer,1
CAND_0011969,DevOps Engineer,1
CAND_0011976,Cloud Engineer,1
CAND_0011981,QA Engineer,1
CAND_0011990,Java Developer,1
CAND_0012000,Software Engineer,1
CAND_0012002,DevOps Engineer,1
CAND_0012004,Senior Data Engineer,1
CAND_0012028,Java Developer,1
CAND_0012040,DevOps Engineer,1
CAND_0012045,Mobile Developer,1
CAND_0012062,.NET Developer,1
CAND_0012068,.NET Developer,1
CAND_0012072,QA Engineer,1
CAND_0012077,Mobile Developer,1
CAND_0012098,Frontend Engineer,1
CAND_0012103,QA Engineer,1
CAND_0012127,Mobile Developer,1
CAND_0012138,Full Stack Developer,1
CAND_0012152,Frontend Engineer,1
CAND_0012163,QA Engineer,1
CAND_0012164,QA Engineer,1
CAND_0012165,Full Stack Developer,1
CAND_0012167,Software Engineer,1
CAND_0012170,Cloud Engineer,1
CAND_0012177,Software Engineer,1
CAND_0012189,Full Stack Developer,1
CAND_0012200,Mobile Developer,1
CAND_0012211,Full Stack Developer,1
CAND_0012221,Mobile Developer,1
CAND_0012225,Frontend Engineer,1
CAND_0012237,Cloud Engineer,1
CAND_0012239,Full Stack Developer,1
CAND_0012246,DevOps Engineer,1
CAND_0012248,QA Engineer,1
CAND_0012251,Cloud Engineer,1
CAND_0012253,QA Engineer,1
CAND_0012257,Frontend Engineer,1
CAND_0012260,Mobile Developer,1
CAND_0012267,Frontend Engineer,1
CAND_0012268,QA Engineer,1
CAND_0012277,Java Developer,1
CAND_0012280,DevOps Engineer,1
CAND_0012284,DevOps Engineer,1
CAND_0012306,Senior Software Engineer,1
CAND_0012308,Senior Data Engineer,1
CAND_0012336,QA Engineer,1
CAND_0012342,Cloud Engineer,1
CAND_0012347,Data Analyst,1
CAND_0012372,Frontend Engineer,1
CAND_0012375,QA Engineer,1
CAND_0012384,Frontend Engineer,1
CAND_0012386,DevOps Engineer,1
CAND_0012404,Cloud Engineer,1
CAND_0012420,Frontend Engineer,1
CAND_0012425,Full Stack Developer,1
CAND_0012427,Mobile Developer,1
CAND_0012455,Cloud Engineer,1
CAND_0012459,Senior Software Engineer,1
CAND_0012469,Mobile Developer,1
CAND_0012475,QA Engineer,1
CAND_0012476,Mobile Developer,1
CAND_0012503,Mobile Developer,1
CAND_0012508,Mobile Developer,1
CAND_0012515,DevOps Engineer,1
CAND_0012516,Full Stack Developer,1
CAND_0012518,Cloud Engineer,1
CAND_0012532,Software Engineer,1
CAND_0012534,Software Engineer,1
CAND_0012544,.NET Developer,1
CAND_0012546,Mobile Developer,1
CAND_0012550,.NET Developer,1
CAND_0012558,Java Developer,1
CAND_0012560,.NET Developer,1
CAND_0012576,Cloud Engineer,1
CAND_0012583,DevOps Engineer,1
CAND_0012599,QA Engineer,1
CAND_0012612,.NET Developer,1
CAND_0012639,.NET Developer,1
CAND_0012641,DevOps Engineer,1
CAND_0012645,DevOps Engineer,1
CAND_0012647,.NET Developer,1
CAND_0012657,Full Stack Developer,1
CAND_0012666,DevOps Engineer,1
CAND_0012669,Mobile Developer,1
CAND_0012673,Java Developer,1
CAND_0012677,Cloud Engineer,1
CAND_0012684,Mobile Developer,1
CAND_0012694,QA Engineer,1
CAND_0012699,Java Developer,1
CAND_0012710,Software Engineer,1
CAND_0012719,DevOps Engineer,1
CAND_0012755,Full Stack Developer,1
CAND_0012767,Cloud Engineer,1
CAND_0012772,Full Stack Developer,1
CAND_0012787,Frontend Engineer,1
CAND_0012789,Data Engineer,1
CAND_0012800,Cloud Engineer,1
CAND_0012801,DevOps Engineer,1
CAND_0012812,Software Engineer,1
CAND_0012813,Analytics Engineer,1
CAND_0012814,QA Engineer,1
CAND_0012829,Frontend Engineer,1
CAND_0012841,QA Engineer,1
CAND_0012845,DevOps Engineer,1
CAND_0012848,Frontend Engineer,1
CAND_0012850,Software Engineer,1
CAND_0012854,Java Developer,1
CAND_0012857,DevOps Engineer,1
CAND_0012858,.NET Developer,1
CAND_0012883,Mobile Developer,1
CAND_0012897,Frontend Engineer,1
CAND_0012904,Frontend Engineer,1
CAND_0012908,Software Engineer,1
CAND_0012937,Full Stack Developer,1
CAND_0012943,Software Engineer,1
CAND_0012954,Data Analyst,1
CAND_0012967,DevOps Engineer,1
CAND_0012972,Full Stack Developer,1
CAND_0012977,Java Developer,1
CAND_0012983,DevOps Engineer,1
CAND_0012987,Mobile Developer,1
CAND_0012991,Software Engineer,1
CAND_0013011,Cloud Engineer,1
CAND_0013018,Software Engineer,1
CAND_0013021,Senior Data Engineer,1
CAND_0013031,QA Engineer,1
CAND_0013032,Frontend Engineer,1
CAND_0013041,Mobile Developer,1
CAND_0013046,Cloud Engineer,1
CAND_0013051,Cloud Engineer,1
CAND_0013084,Java Developer,1
CAND_0013097,Senior Software Engineer,1
CAND_0013103,Backend Engineer,1
CAND_0013130,Java Developer,1
CAND_0013161,Cloud Engineer,1
CAND_0013168,Java Developer,1
CAND_0013178,Frontend Engineer,1
CAND_0013180,Backend Engineer,1
CAND_0013181,Mobile Developer,1
CAND_0013189,.NET Developer,1
CAND_0013191,.NET Developer,1
CAND_0013208,Software Engineer,1
CAND_0013212,DevOps Engineer,1
CAND_0013215,Java Developer,1
CAND_0013233,.NET Developer,1
CAND_0013239,QA Engineer,1
CAND_0013257,Mobile Developer,1
CAND_0013258,DevOps Engineer,1
CAND_0013265,Cloud Engineer,1
CAND_0013268,Cloud Engineer,1
CAND_0013271,Full Stack Developer,1
CAND_0013284,QA Engineer,1
CAND_0013303,Frontend Engineer,1
CAND_0013335,Java Developer,1
CAND_0013337,Full Stack Developer,1
CAND_0013359,QA Engineer,1
CAND_0013372,QA Engineer,1
CAND_0013375,Backend Engineer,1
CAND_0013377,QA Engineer,1
CAND_0013394,.NET Developer,1
CAND_0013404,Full Stack Developer,1
CAND_0013423,DevOps Engineer,1
CAND_0013432,QA Engineer,1
CAND_0013433,Cloud Engineer,1
CAND_0013438,Full Stack Developer,1
CAND_0013486,Full Stack Developer,1
CAND_0013507,Full Stack Developer,1
CAND_0013512,Full Stack Developer,1
CAND_0013519,Frontend Engineer,1
CAND_0013520,Mobile Developer,1
CAND_0013521,Full Stack Developer,1
CAND_0013530,.NET Developer,1
CAND_0013547,Software Engineer,1
CAND_0013559,Full Stack Developer,1
CAND_0013563,Cloud Engineer,1
CAND_0013573,.NET Developer,1
CAND_0013575,Full Stack Developer,1
CAND_0013589,Frontend Engineer,1
CAND_0013615,.NET Developer,1
CAND_0013623,DevOps Engineer,1
CAND_0013625,Senior Software Engineer,1
CAND_0013638,Frontend Engineer,1
CAND_0013639,Java Developer,1
CAND_0013654,Software Engineer,1
CAND_0013655,QA Engineer,1
CAND_0013661,Mobile Developer,1
CAND_0013675,Mobile Developer,1
CAND_0013691,Cloud Engineer,1
CAND_0013770,Java Developer,1
CAND_0013837,Software Engineer,1
CAND_0013845,Software Engineer,1
CAND_0013862,DevOps Engineer,1
CAND_0013863,Frontend Engineer,1
CAND_0013911,Java Developer,1
CAND_0013913,DevOps Engineer,1
CAND_0013942,Mobile Developer,1
CAND_0013943,Java Developer,1
CAND_0013948,.NET Developer,1
CAND_0013959,QA Engineer,1
CAND_0013963,QA Engineer,1
CAND_0013986,Cloud Engineer,1
CAND_0013997,Software Engineer,1
CAND_0014001,Frontend Engineer,1
CAND_0014007,Java Developer,1
CAND_0014016,Frontend Engineer,1
CAND_0014037,.NET Developer,1
CAND_0014038,Software Engineer,1
CAND_0014040,Java Developer,1
CAND_0014046,Cloud Engineer,1
CAND_0014056,Cloud Engineer,1
CAND_0014068,Frontend Engineer,1
CAND_0014071,DevOps Engineer,1
CAND_0014092,.NET Developer,1
CAND_0014114,DevOps Engineer,1
CAND_0014115,Software Engineer,1
CAND_0014116,Frontend Engineer,1
CAND_0014128,QA Engineer,1
CAND_0014135,Frontend Engineer,1
CAND_0014141,Software Engineer,1
CAND_0014151,Mobile Developer,1
CAND_0014160,Software Engineer,1
CAND_0014183,Software Engineer,1
CAND_0014190,Software Engineer,1
CAND_0014218,Java Developer,1
CAND_0014229,QA Engineer,1
CAND_0014231,Mobile Developer,1
CAND_0014237,Data Scientist,1
CAND_0014244,.NET Developer,1
CAND_0014246,Frontend Engineer,1
CAND_0014252,Java Developer,1
CAND_0014253,Mobile Developer,1
CAND_0014254,Frontend Engineer,1
CAND_0014258,Java Developer,1
CAND_0014288,DevOps Engineer,1
CAND_0014294,Backend Engineer,1
CAND_0014300,Java Developer,1
CAND_0014302,QA Engineer,1
CAND_0014317,.NET Developer,1
CAND_0014327,Mobile Developer,1
CAND_0014329,Software Engineer,1
CAND_0014348,.NET Developer,1
CAND_0014352,DevOps Engineer,1
CAND_0014358,Mobile Developer,1
CAND_0014364,DevOps Engineer,1
CAND_0014373,DevOps Engineer,1
CAND_0014377,.NET Developer,1
CAND_0014389,QA Engineer,1
CAND_0014393,Mobile Developer,1
CAND_0014394,.NET Developer,1
CAND_0014400,QA Engineer,1
CAND_0014405,Mobile Developer,1
CAND_0014411,Java Developer,1
CAND_0014433,Mobile Developer,1
CAND_0014434,Software Engineer,1
CAND_0014450,Java Developer,1
CAND_0014453,Mobile Developer,1
CAND_0014458,Frontend Engineer,1
CAND_0014523,DevOps Engineer,1
CAND_0014544,QA Engineer,1
CAND_0014559,QA Engineer,1
CAND_0014563,Full Stack Developer,1
CAND_0014565,Software Engineer,1
CAND_0014572,Mobile Developer,1
CAND_0014573,Java Developer,1
CAND_0014575,Java Developer,1
CAND_0014576,Software Engineer,1
CAND_0014601,Analytics Engineer,1
CAND_0014628,Frontend Engineer,1
CAND_0014629,Mobile Developer,1
CAND_0014638,DevOps Engineer,1
CAND_0014646,Software Engineer,1
CAND_0014669,Backend Engineer,1
CAND_0014671,DevOps Engineer,1
CAND_0014674,Software Engineer,1
CAND_0014684,.NET Developer,1
CAND_0014691,Data Analyst,1
CAND_0014701,Frontend Engineer,1
CAND_0014702,Software Engineer,1
CAND_0014705,Frontend Engineer,1
CAND_0014717,QA Engineer,1
CAND_0014724,QA Engineer,1
CAND_0014733,.NET Developer,1
CAND_0014736,Cloud Engineer,1
CAND_0014747,.NET Developer,1
CAND_0014756,.NET Developer,1
CAND_0014757,Frontend Engineer,1
CAND_0014771,QA Engineer,1
CAND_0014775,QA Engineer,1
CAND_0014781,Full Stack Developer,1
CAND_0014798,QA Engineer,1
CAND_0014803,DevOps Engineer,1
CAND_0014804,DevOps Engineer,1
CAND_0014806,Cloud Engineer,1
CAND_0014809,Full Stack Developer,1
CAND_0014813,Software Engineer,1
CAND_0014821,.NET Developer,1
CAND_0014826,QA Engineer,1
CAND_0014832,Mobile Developer,1
CAND_0014845,Mobile Developer,1
CAND_0014854,QA Engineer,1
CAND_0014857,Java Developer,1
CAND_0014859,QA Engineer,1
CAND_0014874,QA Engineer,1
CAND_0014889,Frontend Engineer,1
CAND_0014918,Backend Engineer,1
CAND_0014925,Frontend Engineer,1
CAND_0014945,Mobile Developer,1
CAND_0014947,DevOps Engineer,1
CAND_0014954,Frontend Engineer,1
CAND_0014961,.NET Developer,1
CAND_0014962,Java Developer,1
CAND_0014969,Software Engineer,1
CAND_0014988,Software Engineer,1
CAND_0015031,Java Developer,1
CAND_0015045,DevOps Engineer,1
CAND_0015064,Full Stack Developer,1
CAND_0015090,Software Engineer,1
CAND_0015094,DevOps Engineer,1
CAND_0015097,Senior Software Engineer (ML),1
CAND_0015102,Backend Engineer,1
CAND_0015129,.NET Developer,1
CAND_0015147,Java Developer,1
CAND_0015161,QA Engineer,1
CAND_0015167,Software Engineer,1
CAND_0015173,Frontend Engineer,1
CAND_0015174,DevOps Engineer,1
CAND_0015197,DevOps Engineer,1
CAND_0015201,Software Engineer,1
CAND_0015214,Full Stack Developer,1
CAND_0015216,Mobile Developer,1
CAND_0015219,DevOps Engineer,1
CAND_0015229,Java Developer,1
CAND_0015230,Software Engineer,1
CAND_0015240,DevOps Engineer,1
CAND_0015244,Software Engineer,1
CAND_0015248,Java Developer,1
CAND_0015263,QA Engineer,1
CAND_0015270,Frontend Engineer,1
CAND_0015276,Analytics Engineer,1
CAND_0015301,Mobile Developer,1
CAND_0015310,Full Stack Developer,1
CAND_0015318,QA Engineer,1
CAND_0015332,Senior Data Engineer,1
CAND_0015333,Full Stack Developer,1
CAND_0015339,Full Stack Developer,1
CAND_0015340,Software Engineer,1
CAND_0015345,Frontend Engineer,1
CAND_0015346,Cloud Engineer,1
CAND_0015379,Software Engineer,1
CAND_0015389,Software Engineer,1
CAND_0015393,Cloud Engineer,1
CAND_0015396,.NET Developer,1
CAND_0015402,.NET Developer,1
CAND_0015407,Java Developer,1
CAND_0015421,.NET Developer,1
CAND_0015435,.NET Developer,1
CAND_0015460,.NET Developer,1
CAND_0015476,Java Developer,1
CAND_0015486,Java Developer,1
CAND_0015496,Full Stack Developer,1
CAND_0015498,DevOps Engineer,1
CAND_0015501,Frontend Engineer,1
CAND_0015508,Cloud Engineer,1
CAND_0015515,Cloud Engineer,1
CAND_0015536,Cloud Engineer,1
CAND_0015552,DevOps Engineer,1
CAND_0015562,Java Developer,1
CAND_0015600,Full Stack Developer,1
CAND_0015608,Mobile Developer,1
CAND_0015609,DevOps Engineer,1
CAND_0015618,Cloud Engineer,1
CAND_0015619,Analytics Engineer,1
CAND_0015628,Mobile Developer,1
CAND_0015629,Frontend Engineer,1
CAND_0015647,Data Engineer,1
CAND_0015657,Senior Software Engineer,1
CAND_0015663,Full Stack Developer,1
CAND_0015679,.NET Developer,1
CAND_0015698,Senior Data Engineer,1
CAND_0015709,Mobile Developer,1
CAND_0015711,DevOps Engineer,1
CAND_0015722,.NET Developer,1
CAND_0015732,Java Developer,1
CAND_0015737,DevOps Engineer,1
CAND_0015745,Java Developer,1
CAND_0015747,Software Engineer,1
CAND_0015752,DevOps Engineer,1
CAND_0015754,Senior Software Engineer,1
CAND_0015756,Java Developer,1
CAND_0015761,Mobile Developer,1
CAND_0015762,DevOps Engineer,1
CAND_0015763,Full Stack Developer,1
CAND_0015765,DevOps Engineer,1
CAND_0015773,Full Stack Developer,1
CAND_0015799,.NET Developer,1
CAND_0015810,Software Engineer,1
CAND_0015811,Cloud Engineer,1
CAND_0015819,Mobile Developer,1
CAND_0015833,Mobile Developer,1
CAND_0015849,Analytics Engineer,1
CAND_0015854,Mobile Developer,1
CAND_0015859,Full Stack Developer,1
CAND_0015869,Data Engineer,1
CAND_0015872,Software Engineer,1
CAND_0015885,Frontend Engineer,1
CAND_0015899,Software Engineer,1
CAND_0015900,Software Engineer,1
CAND_0015920,Full Stack Developer,1
CAND_0015930,Java Developer,1
CAND_0015942,Data Analyst,1
CAND_0015943,Frontend Engineer,1
CAND_0015965,Cloud Engineer,1
CAND_0015968,Data Analyst,1
CAND_0015979,Frontend Engineer,1
CAND_0015983,Full Stack Developer,1
CAND_0015987,Data Engineer,1
CAND_0015991,Full Stack Developer,1
CAND_0015998,QA Engineer,1
CAND_0016000,Full Stack Developer,1
CAND_0016016,Full Stack Developer,1
CAND_0016018,Software Engineer,1
CAND_0016020,QA Engineer,1
CAND_0016068,.NET Developer,1
CAND_0016070,.NET Developer,1
CAND_0016083,Data Engineer,1
CAND_0016102,Cloud Engineer,1
CAND_0016107,.NET Developer,1
CAND_0016118,Mobile Developer,1
CAND_0016131,DevOps Engineer,1
CAND_0016137,Frontend Engineer,1
CAND_0016142,Data Analyst,1
CAND_0016182,Cloud Engineer,1
CAND_0016194,Frontend Engineer,1
CAND_0016198,Senior Data Engineer,1
CAND_0016206,Data Engineer,1
CAND_0016219,Java Developer,1
CAND_0016233,DevOps Engineer,1
CAND_0016270,Full Stack Developer,1
CAND_0016310,QA Engineer,1
CAND_0016322,Cloud Engineer,1
CAND_0016333,DevOps Engineer,1
CAND_0016343,Java Developer,1
CAND_0016357,Cloud Engineer,1
CAND_0016368,Backend Engineer,1
CAND_0016381,.NET Developer,1
CAND_0016396,Data Analyst,1
CAND_0016402,Full Stack Developer,1
CAND_0016423,Mobile Developer,1
CAND_0016437,QA Engineer,1
CAND_0016438,QA Engineer,1
CAND_0016452,.NET Developer,1
CAND_0016475,Senior Data Engineer,1
CAND_0016484,Mobile Developer,1
CAND_0016510,QA Engineer,1
CAND_0016512,.NET Developer,1
CAND_0016518,.NET Developer,1
CAND_0016521,Frontend Engineer,1
CAND_0016527,Java Developer,1
CAND_0016535,QA Engineer,1
CAND_0016554,DevOps Engineer,1
CAND_0016555,Software Engineer,1
CAND_0016559,.NET Developer,1
CAND_0016575,QA Engineer,1
CAND_0016579,.NET Developer,1
CAND_0016584,Full Stack Developer,1
CAND_0016595,Mobile Developer,1
CAND_0016635,QA Engineer,1
CAND_0016642,Mobile Developer,1
CAND_0016664,.NET Developer,1
CAND_0016667,Frontend Engineer,1
CAND_0016674,QA Engineer,1
CAND_0016675,DevOps Engineer,1
CAND_0016681,Frontend Engineer,1
CAND_0016723,.NET Developer,1
CAND_0016726,Software Engineer,1
CAND_0016743,Data Analyst,1
CAND_0016745,DevOps Engineer,1
CAND_0016746,Mobile Developer,1
CAND_0016756,.NET Developer,1
CAND_0016761,Full Stack Developer,1
CAND_0016785,QA Engineer,1
CAND_0016792,Frontend Engineer,1
CAND_0016797,Senior Software Engineer,1
CAND_0016810,DevOps Engineer,1
CAND_0016824,Software Engineer,1
CAND_0016826,Data Analyst,1
CAND_0016834,Java Developer,1
CAND_0016856,Mobile Developer,1
CAND_0016877,Mobile Developer,1
CAND_0016884,QA Engineer,1
CAND_0016886,.NET Developer,1
CAND_0016891,DevOps Engineer,1
CAND_0016894,Software Engineer,1
CAND_0016896,Full Stack Developer,1
CAND_0016904,QA Engineer,1
CAND_0016920,Data Analyst,1
CAND_0016929,Software Engineer,1
CAND_0016932,Senior Software Engineer,1
CAND_0016938,.NET Developer,1
CAND_0016945,QA Engineer,1
