candidate_id,rank,final_score,semantic_score,title_score,career_score,assessment_score,skill_trust_score,retrieval_score,behavioral_multiplier,reasoning,embedding_score,hybrid_score,hybrid_rank
CAND_0081686,1,0.924575,92.4575,35.0,24.0741,12.885,9.1543,11.3442,1.15,Search Engineer | 6.0 yrs exp | 3 AI role(s) in career | assess=12.9 | resp_rate=0.91 | mult=1.150,56.47011995315552,87.05939299297333,1
CAND_0000751,29949,0.056896,6.8609,0.0,0.0,0.0,6.8609,0.0,0.9537,Sales Executive | 7.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.16 | mult=0.954,32.45198130607605,9.703957195911407,28720
CAND_0069217,19058,0.067043,6.7043,0.0,0.0,0.0,6.7043,0.0,1.15,Data Analyst | 2.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.150,26.701879501342766,9.703936925201415,28721
CAND_0044544,15983,0.070144,7.5545,0.0,0.0,0.0,7.184,0.3705,1.0678,.NET Developer | 7.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.068,24.94454383850097,9.703921575775144,28722
CAND_0088837,42030,0.047153,4.7532,0.0,0.0,0.0,4.7532,0.0,1.1408,Civil Engineer | 13.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.77 | mult=1.141,37.97183036804199,9.7037795552063,28723
CAND_0086864,38949,0.049298,5.7053,0.0,0.0,0.0,5.7053,0.0,0.9937,Mechanical Engineer | 14.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.21 | mult=0.994,36.75537407398224,9.703636111097335,28724
CAND_0041124,31745,0.055208,5.8026,0.0,0.0,0.0,5.8026,0.0,1.0941,Graphic Designer | 12.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.094,33.40552449226379,9.703508673839568,28725
CAND_0019802,26982,0.05971,6.8482,0.0,0.0,0.0,5.988,0.8602,1.0027,Cloud Engineer | 8.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.52 | mult=1.003,30.85416555404663,9.703474833106995,28726
CAND_0091893,22798,0.063618,6.4563,0.0,0.0,0.0,6.4563,0.0,1.1332,Cloud Engineer | 3.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.64 | mult=1.133,28.638428449630737,9.70329426744461,28727
CAND_0056366,21215,0.065067,6.9927,0.0,0.0,0.0,6.1938,0.799,1.0701,Software Engineer | 9.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.76 | mult=1.070,27.81721949577331,9.703277924365995,28728
CAND_0063045,27472,0.059235,6.1177,0.0,0.0,0.0,5.0556,1.0621,1.1135,Content Writer | 9.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.113,31.121861934661858,9.703254290199279,28729
CAND_0009257,35556,0.051918,5.1918,0.0,0.0,0.0,5.1918,0.0,1.15,Project Manager | 3.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.68 | mult=1.150,35.26628613471985,9.702972920207976,28730
CAND_0023934,26381,0.060311,6.0803,0.0,0.0,0.0,5.0888,0.9915,1.1407,Business Analyst | 6.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.68 | mult=1.141,30.509600043296807,9.70287500649452,28731
CAND_0039901,33419,0.05369,5.8684,0.0,0.0,0.0,5.3448,0.5235,1.0522,Software Engineer | 2.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.55 | mult=1.052,34.26126837730407,9.70284025659561,28732
CAND_0083723,36332,0.051297,5.4151,0.0,0.0,0.0,5.4151,0.0,1.0894,Project Manager | 13.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.58 | mult=1.089,35.61689853668213,9.702779780502318,28733
CAND_0015809,18917,0.067187,7.5472,0.0,0.0,0.0,6.6919,0.8553,1.0238,.NET Developer | 3.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.39 | mult=1.024,26.6122967004776,9.70273950507164,28734
CAND_0081959,27874,0.058867,6.4344,0.0,0.0,0.0,6.0639,0.3705,1.0521,Software Engineer | 5.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.75 | mult=1.052,31.32525980472564,9.702483970708847,28735
CAND_0086517,26143,0.060548,6.9341,0.0,0.0,0.0,6.0582,0.8759,1.0042,QA Engineer | 3.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.36 | mult=1.004,30.3713858127594,9.70228787191391,28736
CAND_0066247,13132,0.073607,8.2978,0.0,0.0,0.0,8.2978,0.0,1.0201,Mobile Developer | 9.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.72 | mult=1.020,22.971248626708977,9.702282294006347,28737
CAND_0051646,33808,0.053349,5.4968,0.0,0.0,0.0,5.4968,0.0,1.1161,Content Writer | 14.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.65 | mult=1.116,34.450098872184746,9.702179830827713,28738
CAND_0070990,20905,0.06532,7.8536,0.0,0.0,0.0,7.8536,0.0,0.9565,.NET Developer | 7.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.12 | mult=0.957,27.664974331855767,9.701946149778365,28739
CAND_0021981,41855,0.047282,5.2075,0.0,0.0,0.0,5.2075,0.0,1.0442,Operations Manager | 12.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.41 | mult=1.044,37.88639903068542,9.701929854602813,28740
CAND_0052453,40562,0.04815,5.0789,0.0,0.0,0.0,5.0789,0.0,1.0902,HR Manager | 6.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.78 | mult=1.090,37.39451467990875,9.701927201986312,28741
CAND_0052073,25850,0.060805,6.2311,0.0,0.0,0.0,6.2311,0.0,1.1222,QA Engineer | 1.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.64 | mult=1.122,30.22330105304718,9.701920157957076,28742
CAND_0078515,43849,0.045886,5.0942,0.0,0.0,0.0,5.0942,0.0,1.0359,Mechanical Engineer | 12.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.34 | mult=1.036,38.67716789245605,9.701885183868407,28743
CAND_0045919,29145,0.057643,6.1405,0.0,0.0,0.0,6.1405,0.0,1.0796,Frontend Engineer | 9.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.35 | mult=1.080,32.01438784599304,9.701813176898956,28744
CAND_0040965,28849,0.057929,6.8961,0.0,0.0,0.0,4.7808,2.1153,0.966,Accountant | 13.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.14 | mult=0.966,31.85203075408935,9.701769613113402,28745
CAND_0069161,31938,0.055036,6.6307,0.0,0.0,0.0,6.6307,0.0,0.9545,Sales Executive | 10.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.25 | mult=0.955,33.49100351333618,9.701710527000426,28746
CAND_0030279,25921,0.060743,7.2079,0.0,0.0,0.0,7.2079,0.0,0.9691,DevOps Engineer | 1.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.20 | mult=0.969,30.25687336921692,9.701686005382538,28747
CAND_0088081,22671,0.063746,6.878,0.0,0.0,0.0,6.1452,0.7328,1.0658,Frontend Engineer | 9.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.80 | mult=1.066,28.554683923721306,9.701612588558195,28748
CAND_0040964,36808,0.050909,5.7002,0.0,0.0,0.0,5.7002,0.0,1.0271,HR Manager | 13.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.38 | mult=1.027,35.82868576049804,9.701567864074708,28749
CAND_0049308,26892,0.059803,6.4723,0.0,0.0,0.0,6.4723,0.0,1.0626,Customer Support | 11.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.60 | mult=1.063,30.78874945640564,9.701567418460845,28750
CAND_0084089,28367,0.058377,6.2315,0.0,0.0,0.0,6.2315,0.0,1.0773,Backend Engineer | 2.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.61 | mult=1.077,31.59649968147278,9.701519952220917,28751
CAND_0026738,27538,0.05917,6.7379,0.0,0.0,0.0,5.2599,1.478,1.0099,Accountant | 8.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.49 | mult=1.010,31.146204471588128,9.701380670738219,28752
CAND_0093162,41611,0.047431,4.9464,0.0,0.0,0.0,4.9464,0.0,1.1027,HR Manager | 8.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.65 | mult=1.103,37.79830038547516,9.701380057821273,28753
CAND_0072731,19026,0.067081,7.2277,0.0,0.0,0.0,7.2277,0.0,1.0673,Customer Support | 10.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.66 | mult=1.067,26.662957668304436,9.701328650245665,28754
CAND_0086697,39404,0.048952,5.3513,0.0,0.0,0.0,5.3513,0.0,1.052,Mechanical Engineer | 6.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.37 | mult=1.052,36.93534731864929,9.701222097797395,28755
CAND_0015620,30201,0.056657,6.2175,0.0,0.0,0.0,4.9384,1.279,1.0479,DevOps Engineer | 9.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.53 | mult=1.048,32.56889283657074,9.70117892548561,28756
CAND_0049783,43440,0.04619,5.1714,0.0,0.0,0.0,5.1714,0.0,1.0272,Operations Manager | 14.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.68 | mult=1.027,38.49962949752807,9.701094424629211,28757
CAND_0090129,20808,0.065419,7.8248,0.0,0.0,0.0,6.986,0.8388,0.9615,Data Analyst | 5.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.26 | mult=0.962,27.60290503501892,9.701050755252838,28758
CAND_0012738,26858,0.059837,7.024,0.0,0.0,0.0,7.024,0.0,0.9797,Business Analyst | 5.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.41 | mult=0.980,30.765733122825623,9.701004968423844,28759
CAND_0044677,23040,0.063408,7.3128,0.0,0.0,0.0,4.9632,2.3495,0.9972,Marketing Manager | 12.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.68 | mult=0.997,28.74128222465515,9.700872333698273,28760
CAND_0028607,32917,0.054142,5.7267,0.0,0.0,0.0,5.7267,0.0,1.0872,Graphic Designer | 4.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.50 | mult=1.087,33.99159908294678,9.700809862442016,28761
CAND_0048316,36062,0.051509,5.9083,0.0,0.0,0.0,5.9083,0.0,1.0026,Operations Manager | 2.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.27 | mult=1.003,35.48248410224914,9.70063761533737,28762
CAND_0088731,18829,0.067284,6.9639,0.0,0.0,0.0,6.9639,0.0,1.1111,Mobile Developer | 7.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.79 | mult=1.111,26.54298543930053,9.700587815895078,28763
CAND_0023560,12398,0.074643,8.3031,0.0,0.0,0.0,8.3031,0.0,1.0338,Mobile Developer | 1.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.78 | mult=1.034,22.37255275249481,9.700537912874221,28764
CAND_0003446,22320,0.064067,6.6715,0.0,0.0,0.0,5.3419,1.3296,1.1043,Java Developer | 2.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.58 | mult=1.104,28.36397886276245,9.700291829414368,28765
CAND_0070586,39785,0.048675,5.7525,0.0,0.0,0.0,5.7525,0.0,0.9731,HR Manager | 6.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.09 | mult=0.973,37.08598017692566,9.70027202653885,28766
CAND_0086324,20136,0.066055,6.9799,0.0,0.0,0.0,6.1221,0.8578,1.0883,Java Developer | 6.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.74 | mult=1.088,27.23689079284668,9.700208618927002,28767
CAND_0054435,29707,0.057112,5.8261,0.0,0.0,0.0,5.244,0.5821,1.1273,Software Engineer | 4.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.81 | mult=1.127,32.30352401733398,9.700048602600097,28768
CAND_0057972,32186,0.054795,6.5883,0.0,0.0,0.0,5.146,1.4423,0.9565,Project Manager | 4.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.05 | mult=0.957,33.6163729429245,9.700030941438675,28769
CAND_0093479,26925,0.059775,7.0203,0.0,0.0,0.0,7.0203,0.0,0.9792,Frontend Engineer | 3.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.33 | mult=0.979,30.79412579536438,9.699993869304656,28770
CAND_0010660,35140,0.052268,5.5122,0.0,0.0,0.0,5.5122,0.0,1.0905,Project Manager | 3.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.77 | mult=1.091,35.04541516304016,9.699592274456023,28771
CAND_0047941,41312,0.047617,4.9923,0.0,0.0,0.0,4.9923,0.0,1.0969,Civil Engineer | 8.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.76 | mult=1.097,37.680676579475396,9.69954648692131,28772
CAND_0063089,18663,0.067437,7.0893,0.0,0.0,0.0,7.0893,0.0,1.0939,Mobile Developer | 5.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.54 | mult=1.094,26.44855380058288,9.69942807008743,28773
CAND_0028982,30121,0.056746,6.2812,0.0,0.0,0.0,5.7284,0.5528,1.0389,DevOps Engineer | 7.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.48 | mult=1.039,32.50613212585449,9.699329818878173,28774
CAND_0010948,42670,0.04671,5.8012,0.0,0.0,0.0,4.2591,1.5421,0.926,Operations Manager | 9.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.06 | mult=0.926,38.1923496723175,9.699202450847626,28775
CAND_0091467,27096,0.059605,7.3256,0.0,0.0,0.0,7.3256,0.0,0.9357,Business Analyst | 5.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.17 | mult=0.936,30.88511824607849,9.699192736911773,28776
CAND_0006109,17963,0.068079,7.911,0.0,0.0,0.0,7.911,0.0,0.9896,.NET Developer | 8.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.57 | mult=0.990,26.08293890953064,9.699155836429597,28777
CAND_0094953,31174,0.055731,5.9044,0.0,0.0,0.0,5.9044,0.0,1.0855,QA Engineer | 9.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.83 | mult=1.085,33.07897448539734,9.698981172809601,28778
CAND_0038490,35539,0.051928,5.2764,0.0,0.0,0.0,5.2764,0.0,1.1318,Operations Manager | 5.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.132,35.23387908935547,9.69896186340332,28779
CAND_0055110,37139,0.050651,6.1081,0.0,0.0,0.0,6.1081,0.0,0.9536,HR Manager | 2.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.45 | mult=0.954,35.95705926418304,9.698893889627456,28780
CAND_0039494,41043,0.047819,4.7819,0.0,0.0,0.0,4.7819,0.0,1.15,Operations Manager | 13.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.78 | mult=1.150,37.56171464920044,9.698872197380066,28781
CAND_0052203,16050,0.070067,7.6872,0.0,0.0,0.0,7.6872,0.0,1.0482,Java Developer | 9.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.31 | mult=1.048,24.954405426979058,9.698855814046858,28782
CAND_0071517,14530,0.07179,7.94,0.0,0.0,0.0,6.553,1.387,1.0398,Mobile Developer | 4.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.24 | mult=1.040,23.977988958358758,9.698848343753815,28783
CAND_0040790,28485,0.058261,7.2428,0.0,0.0,0.0,7.2428,0.0,0.9251,Frontend Engineer | 2.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.12 | mult=0.925,31.64418339729309,9.698812509593964,28784
CAND_0059330,23048,0.063405,6.3405,0.0,0.0,0.0,5.4779,0.8626,1.15,Cloud Engineer | 9.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.82 | mult=1.150,28.729107975959778,9.698791196393966,28785
CAND_0025041,25558,0.061054,6.9285,0.0,0.0,0.0,5.4547,1.4737,1.0134,DevOps Engineer | 8.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.013,30.06039559841156,9.698649339761733,28786
CAND_0053656,33290,0.053802,5.4621,0.0,0.0,0.0,5.4621,0.0,1.1328,Civil Engineer | 11.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.133,34.16923284530639,9.698554926795959,28787
CAND_0013317,16016,0.070109,7.7662,0.0,0.0,0.0,7.7662,0.0,1.0382,Mobile Developer | 7.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.42 | mult=1.038,24.92801994085312,9.698467991127968,28788
CAND_0085287,21067,0.065198,7.4014,0.0,0.0,0.0,6.8259,0.5755,1.013,.NET Developer | 3.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.64 | mult=1.013,27.71045267581939,9.698397901372909,28789
CAND_0089258,30409,0.056458,6.5509,0.0,0.0,0.0,4.5558,1.9951,0.9911,Graphic Designer | 2.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.26 | mult=0.991,32.66279101371765,9.698348652057646,28790
CAND_0057800,20288,0.065912,6.9702,0.0,0.0,0.0,6.9702,0.0,1.0875,Full Stack Developer | 2.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.76 | mult=1.087,27.30512619018554,9.69828892852783,28791
CAND_0027290,25551,0.06106,6.3902,0.0,0.0,0.0,6.3902,0.0,1.0989,Frontend Engineer | 6.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.76 | mult=1.099,30.0544410943985,9.698266164159776,28792
CAND_0057293,27437,0.05927,6.1487,0.0,0.0,0.0,6.1487,0.0,1.1085,Backend Engineer | 3.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.50 | mult=1.109,31.067806482315056,9.698120972347258,28793
CAND_0080536,34483,0.05277,6.5222,0.0,0.0,0.0,5.6125,0.9097,0.9304,Software Engineer | 2.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.30 | mult=0.930,34.75112915039062,9.698119372558594,28794
CAND_0010244,35624,0.051854,6.0082,0.0,0.0,0.0,6.0082,0.0,0.9925,Marketing Manager | 6.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.40 | mult=0.993,35.27016043663025,9.698114065494536,28795
CAND_0072747,26617,0.060076,6.9548,0.0,0.0,0.0,6.9548,0.0,0.9934,Cloud Engineer | 1.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.17 | mult=0.993,30.61085939407348,9.698088909111021,28796
CAND_0063892,35813,0.051704,6.1485,0.0,0.0,0.0,5.273,0.8755,0.9671,Civil Engineer | 9.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.40 | mult=0.967,35.35482883453369,9.698064325180054,28797
CAND_0017636,34638,0.052647,5.4721,0.0,0.0,0.0,5.4721,0.0,1.1064,Sales Executive | 9.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.55 | mult=1.106,34.82042253017425,9.698058379526138,28798
CAND_0018218,26821,0.05987,7.0492,0.0,0.0,0.0,7.0492,0.0,0.9767,Graphic Designer | 3.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.66 | mult=0.977,30.72720170021057,9.698030255031586,28799
CAND_0087875,38197,0.049851,5.6311,0.0,0.0,0.0,5.6311,0.0,1.0181,Sales Executive | 6.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.10 | mult=1.018,36.40444874763489,9.698002312145233,28800
CAND_0032791,22042,0.064316,7.4126,0.0,0.0,0.0,5.2082,2.2043,0.9978,Customer Support | 10.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.10 | mult=0.998,28.2072365283966,9.69794547925949,28801
CAND_0021110,22923,0.063501,6.8215,0.0,0.0,0.0,6.8215,0.0,1.0705,Software Engineer | 7.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.071,28.668969869613647,9.697930480442047,28802
CAND_0053263,18111,0.067948,7.99,0.0,0.0,0.0,7.99,0.0,0.978,Full Stack Developer | 6.5 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.11 | mult=0.978,26.148927211761468,9.69791908176422,28803
CAND_0054285,39236,0.049085,5.9307,0.0,0.0,0.0,5.9307,0.0,0.9518,HR Manager | 10.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.17 | mult=0.952,36.83792948722839,9.697914423084256,28804
CAND_0071982,32108,0.054886,6.2263,0.0,0.0,0.0,6.2263,0.0,1.0137,Software Engineer | 5.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.51 | mult=1.014,33.55059623718261,9.69789943557739,28805
CAND_0090134,24600,0.061953,6.4021,0.0,0.0,0.0,6.4021,0.0,1.1129,QA Engineer | 4.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.113,29.54456210136413,9.69768931520462,28806
CAND_0069292,28478,0.058269,7.7898,0.0,0.0,0.0,7.7898,0.0,0.8602,Graphic Designer | 12.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.06 | mult=0.860,31.63201212882995,9.697666819324493,28807
CAND_0032136,44458,0.045459,5.0361,0.0,0.0,0.0,5.0361,0.0,1.0381,Mechanical Engineer | 4.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.41 | mult=1.038,38.89064192771911,9.697611289157866,28808
CAND_0082857,41360,0.047587,5.1513,0.0,0.0,0.0,5.1513,0.0,1.0624,Civil Engineer | 1.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.49 | mult=1.062,37.6838743686676,9.69747615530014,28809
CAND_0059050,47154,0.043423,4.7349,0.0,0.0,0.0,4.7349,0.0,1.0547,Mechanical Engineer | 9.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.055,40.04345536231994,9.69747330434799,28810
CAND_0076858,36171,0.051427,5.5614,0.0,0.0,0.0,5.5614,0.0,1.0634,Project Manager | 1.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.57 | mult=1.063,35.50752997398376,9.697424496097565,28811
CAND_0000302,21762,0.06457,6.4979,0.0,0.0,0.0,6.4979,0.0,1.1428,Frontend Engineer | 7.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.143,28.059473633766167,9.697371045064926,28812
CAND_0074312,20210,0.06598,6.598,0.0,0.0,0.0,5.4932,1.1049,1.15,Mobile Developer | 6.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.76 | mult=1.150,27.259987592697136,9.697298138904571,28813
CAND_0028598,22735,0.063671,6.8368,0.0,0.0,0.0,5.9742,0.8626,1.071,Data Analyst | 4.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.071,28.567928075790398,9.69722421136856,28814
CAND_0049220,30645,0.056236,6.5955,0.0,0.0,0.0,5.2,1.3955,0.9805,Senior Software Engineer | 5.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.25 | mult=0.981,32.780921459198,9.697198218879699,28815
CAND_0091924,29220,0.057582,6.2789,0.0,0.0,0.0,6.2789,0.0,1.0546,Software Engineer | 2.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.78 | mult=1.055,32.01789557933807,9.69715433690071,28816
CAND_0066426,47120,0.043447,4.665,0.0,0.0,0.0,4.665,0.0,1.071,Mechanical Engineer | 1.8 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.63 | mult=1.071,40.02733826637268,9.697095739955902,28817
CAND_0083155,41557,0.04746,5.27,0.0,0.0,0.0,5.27,0.0,1.0357,Project Manager | 10.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.24 | mult=1.036,37.75234818458557,9.696952227687836,28818
CAND_0097685,29296,0.057508,7.2899,0.0,0.0,0.0,5.1561,2.1338,0.9072,Sales Executive | 8.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.30 | mult=0.907,32.05809891223907,9.69689483683586,28819
CAND_0010447,41543,0.047466,4.8256,0.0,0.0,0.0,4.8256,0.0,1.1312,Civil Engineer | 7.7 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.131,37.74818181991577,9.696837272987366,28820
CAND_0051099,20674,0.065536,8.1513,0.0,0.0,0.0,8.1513,0.0,0.9246,Java Developer | 2.4 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.25 | mult=0.925,27.506554126739502,9.696543119010926,28821
CAND_0055374,42032,0.047152,5.5444,0.0,0.0,0.0,5.5444,0.0,0.978,HR Manager | 3.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.46 | mult=0.978,37.92359828948974,9.69645974342346,28822
CAND_0096762,23682,0.062795,7.696,0.0,0.0,0.0,7.696,0.0,0.9383,QA Engineer | 6.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.18 | mult=0.938,29.059219360351562,9.696457904052735,28823
CAND_0012043,26700,0.059992,7.0427,0.0,0.0,0.0,6.6017,0.441,0.9796,DevOps Engineer | 7.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.20 | mult=0.980,30.647379159927368,9.696426873989104,28824
CAND_0003476,26336,0.060352,6.367,0.0,0.0,0.0,5.8327,0.5343,1.0901,Software Engineer | 3.1 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.85 | mult=1.090,30.44296503067016,9.696364754600523,28825
CAND_0065771,28039,0.058704,6.7696,0.0,0.0,0.0,6.7696,0.0,0.9972,QA Engineer | 7.0 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.25 | mult=0.997,31.37667179107666,9.696340768661498,28826
CAND_0093153,15626,0.070522,8.938,0.0,0.0,0.0,7.1289,1.8091,0.9074,Mobile Developer | 3.9 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.13 | mult=0.907,24.67963844537735,9.696315766806602,28827
CAND_0012403,33565,0.053553,5.3889,0.0,0.0,0.0,5.3889,0.0,1.1428,Operations Manager | 6.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.69 | mult=1.143,34.29503440856933,9.6962601612854,28828
CAND_0052198,27407,0.059299,6.0082,0.0,0.0,0.0,6.0082,0.0,1.135,Software Engineer | 4.6 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.63 | mult=1.135,31.038901209831238,9.696250181474685,28829
CAND_0064589,36468,0.051185,5.4456,0.0,0.0,0.0,4.9656,0.48,1.0809,HR Manager | 11.2 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.75 | mult=1.081,35.63607335090637,9.696136002635956,28830
CAND_0018919,30075,0.056788,7.6619,0.0,0.0,0.0,7.6619,0.0,0.8524,Content Writer | 12.3 yrs exp | 0 AI role(s) in career | assess=0.0 | resp_rate=0.13 | mult=0.852,32.45854675769806,9.695762013654708,28831
